Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Income share held by fourth 20%,SI.DST.04TH.20,Sao Tome and Principe,STP,..,22.96,..,..,..,22.56,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Senegal,SEN,..,..,..,..,..,..,21.7,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Serbia,SRB,..,..,22.66,22.53,22.82,22.81,..,..,22.72,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Seychelles,SYC,..,..,..,..,..,..,..,..,18.44,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Sierra Leone,SLE,..,..,..,..,..,..,21.94,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Slovak Republic,SVK,..,..,22.31,22.42,22,22.72,23,23.2,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Slovenia,SVN,..,..,22.63,22.58,22.67,22.67,22.55,22.59,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,South Africa,ZAF,..,18.8,..,15.79,..,..,15.9,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,South Sudan,SSD,..,..,..,..,22.78,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Spain,ESP,..,..,23.44,23.25,23.24,23.29,23.58,23.45,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Sri Lanka,LKA,21,..,..,..,20.93,..,..,20.52,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Sudan,SDN,..,..,..,..,22.87,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Swaziland,SWZ,..,17.53,..,..,19.89,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Sweden,SWE,..,..,22.94,22.97,22.94,22.78,22.93,22.96,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Switzerland,CHE,..,..,22.49,22.68,22.73,22.66,22.74,22.54,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Tajikistan,TJK,..,..,22.7,..,22.56,..,..,21.56,21.8,21.77,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Tanzania,TZA,..,21.89,21.11,..,..,..,20.72,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Thailand,THA,19.84,20.87,21.72,21.68,21.76,21.66,21.44,21.75,22.07,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Timor-Leste,TLS,..,..,21.34,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Togo,TGO,..,..,..,..,..,..,21.47,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Tonga,TON,..,..,..,..,21.96,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Tunisia,TUN,22.13,21.65,..,..,..,22.62,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Turkey,TUR,..,..,22.73,22.39,22.25,22.34,21.94,22,21.95,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Tuvalu,TUV,..,..,..,..,..,21.27,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Uganda,UGA,..,..,..,..,19.56,..,..,20.62,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Ukraine,UKR,..,..,22.53,22.53,22.52,22.39,22.5,22.55,22.21,22.35,..,..
Income share held by fourth 20%,SI.DST.04TH.20,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,United Kingdom,GBR,..,..,22.03,22.57,22.57,22.54,22.89,23.1,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,United States,USA,..,22.31,22.55,..,..,22.96,..,..,22.71,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Uruguay,URY,..,21.89,21,21.29,21.24,21.44,21.98,22.78,22.4,22.47,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Uzbekistan,UZB,..,21.71,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Vanuatu,VUT,..,..,..,..,..,22.16,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Vietnam,VNM,..,..,..,21.45,..,20.71,..,21.75,..,22.03,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,West Bank and Gaza,PSE,..,..,22.25,..,21.9,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Zambia,ZMB,..,..,..,..,..,17.89,..,..,..,..,..,..
Income share held by fourth 20%,SI.DST.04TH.20,Zimbabwe,ZWE,..,..,..,..,..,..,21.01,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Albania,ALB,..,..,..,39,..,..,..,37.82,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Angola,AGO,..,56.12,..,48.54,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Argentina,ARG,..,55.15,51.63,50.66,49.71,49.38,48.66,47.51,47.23,47.78,..,..
Income share held by highest 20%,SI.DST.05TH.20,Armenia,ARM,..,..,38.87,39.71,38.91,40.31,40.39,39.38,40.25,40.05,..,..
Income share held by highest 20%,SI.DST.05TH.20,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Australia,AUS,..,..,..,42.83,..,42.16,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Austria,AUT,..,..,38.69,38.61,39.34,38.4,38.68,38.41,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Azerbaijan,AZE,..,..,..,40.45,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Bangladesh,BGD,..,42.66,..,..,..,41.48,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Belarus,BLR,..,39.1,38.4,36.78,36.99,37.47,36.34,36.13,36.19,36.68,..,..
Income share held by highest 20%,SI.DST.05TH.20,Belgium,BEL,..,..,38.15,37.38,37.23,37.23,36.92,36.41,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Benin,BEN,..,..,..,..,..,..,50.72,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Bhutan,BTN,..,..,45.1,..,..,..,..,46.05,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Bolivia,BOL,48.23,65.33,59.46,55.38,53.35,..,50.65,50.5,52.23,52.71,..,..
Income share held by highest 20%,SI.DST.05TH.20,Bosnia and Herzegovina,BIH,..,..,40.69,..,..,..,41.35,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Botswana,BWA,..,..,..,..,65.04,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Brazil,BRA,64.61,..,59.57,58.85,58.34,..,57.56,57.18,57.38,56.25,..,..
Income share held by highest 20%,SI.DST.05TH.20,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Bulgaria,BGR,..,..,36.73,41.01,40.92,42.22,41.11,42.7,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Burkina Faso,BFA,..,..,..,..,47.06,..,..,..,..,44.32,..,..
Income share held by highest 20%,SI.DST.05TH.20,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Cabo Verde,CPV,..,..,53.27,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Cambodia,KHM,..,..,49.24,43.54,43.26,42.72,41.41,40.21,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Cameroon,CMR,..,..,49.14,..,..,..,..,..,..,51.63,..,..
Income share held by highest 20%,SI.DST.05TH.20,Canada,CAN,..,40.78,41.28,..,..,40.97,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Central African Republic,CAF,..,..,..,60.85,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Chad,TCD,..,..,..,..,..,..,48.81,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Chile,CHL,62.46,60.83,..,..,57.68,..,56.99,..,56.69,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,China,CHN,..,..,..,48.52,..,..,..,47.9,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Colombia,COL,..,62.25,..,60.28,60.26,60.03,58.7,57.87,57.97,58.11,..,..
Income share held by highest 20%,SI.DST.05TH.20,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,48.36,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Congo, Rep.",COG,..,..,..,..,..,..,53.74,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Costa Rica,CRI,49.62,52.12,54.94,54.43,56.06,53.77,53.89,53.91,54.4,53.8,..,..
Income share held by highest 20%,SI.DST.05TH.20,Cote d'Ivoire,CIV,..,..,..,49.01,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Croatia,HRV,..,39.93,..,42.25,41.75,36.9,39.23,39.46,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Cyprus,CYP,..,..,40.01,40.6,40.76,40.45,41.32,42.74,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Czech Republic,CZE,..,..,36.18,36.5,36.18,36.44,36.19,36.12,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Denmark,DNK,..,..,36.36,36.28,36.71,37.2,37.58,37.75,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Djibouti,DJI,..,..,..,..,..,..,..,50.34,49.97,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Dominican Republic,DOM,..,56.68,54.23,54.41,54.47,52.8,52.96,51.55,53.11,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Ecuador,ECU,..,60.7,58.99,55.44,54.27,54.35,51.34,51.59,52.71,51,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,El Salvador,SLV,..,55.62,51.24,52.2,51.74,50,48.74,48.15,49.79,48.26,..,..
Income share held by highest 20%,SI.DST.05TH.20,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Estonia,EST,..,43.14,39.35,40.09,39.7,39.76,40.34,40.83,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Ethiopia,ETH,..,..,..,..,..,41.67,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Fiji,FJI,..,..,..,49.73,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Finland,FIN,..,..,37.63,37.24,36.91,37,37.1,36.68,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,France,FRA,..,..,40.94,41.22,..,41.82,41.43,41.23,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Georgia,GEO,..,46.24,46.67,46.47,47.68,47.58,47.1,47.07,45.97,46.05,..,..
Income share held by highest 20%,SI.DST.05TH.20,Germany,DEU,..,..,40.4,39.6,39.87,39.29,38.64,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Greece,GRC,..,..,41.36,41.16,40.98,41.15,41.4,42.31,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Guatemala,GTM,..,59.66,..,..,..,..,57.23,..,..,53.91,..,..
Income share held by highest 20%,SI.DST.05TH.20,Guinea,GIN,..,..,46.26,..,..,..,..,41.5,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Guinea-Bissau,GNB,..,..,..,..,..,56.7,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Haiti,HTI,..,..,..,..,..,..,..,64.29,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Honduras,HND,61.22,..,60.3,59.58,55.81,57.59,61.23,61.13,57.66,55.13,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Hungary,HUN,..,36.93,36.71,36.44,35.9,37.73,37.46,38.58,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Iceland,ISL,..,..,38.96,40.87,38.12,36.08,36.32,36.38,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,India,IND,..,..,..,..,..,..,43.97,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Indonesia,IDN,..,..,..,..,..,..,..,..,47.38,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Iran, Islamic Rep.",IRN,49.41,..,..,..,47.85,..,..,..,44.59,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Ireland,IRL,..,..,40.34,39.28,40.77,40.23,40.31,40.57,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Israel,ISR,..,..,46.09,..,..,47.4,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Italy,ITA,..,..,40.21,40.73,40.53,41.06,41.27,41.68,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Jamaica,JAM,47.94,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Japan,JPN,..,..,..,39.72,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Kazakhstan,KAZ,..,..,38.02,38.69,38.29,38.25,37.13,37.11,36.35,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Kosovo,XKX,..,..,..,..,40.24,41.5,37.08,38.31,36.37,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Kyrgyz Republic,KGZ,..,40.15,41.85,39.99,39.26,39.17,37.71,37.29,38.34,37.03,..,..
Income share held by highest 20%,SI.DST.05TH.20,Lao PDR,LAO,..,..,44.89,..,..,..,..,45.86,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Latvia,LVA,..,..,43.16,43.6,42.04,41.8,42.95,42.39,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Lesotho,LSO,..,..,..,..,..,58.21,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Liberia,LBR,..,..,43.49,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Lithuania,LTU,..,39.72,41.86,42.86,43.49,40.35,39.96,42.02,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Luxembourg,LUX,..,..,39.75,40.78,39.28,38.9,40.01,41.86,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Macedonia, FYR",MKD,..,40.99,..,50.19,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Madagascar,MDG,..,..,..,..,..,47.96,..,49.42,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Malawi,MWI,..,..,..,..,..,52.37,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Malaysia,MYS,..,..,51.36,..,51.38,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Maldives,MDV,..,..,..,..,45.04,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Mali,MLI,..,..,..,..,41.3,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Mauritania,MRT,..,45.69,..,42.37,..,..,..,..,..,39.99,..,..
Income share held by highest 20%,SI.DST.05TH.20,Mauritius,MUS,..,..,..,..,..,..,..,43.88,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Mexico,MEX,..,56.83,..,54.06,..,53.89,..,54.1,..,54.53,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Micronesia, Fed. Sts.",FSM,..,65.92,..,..,..,..,..,..,48.09,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Moldova,MDA,..,43.78,42.03,42.37,40.58,40.33,39.29,38.36,37.78,36.65,..,..
Income share held by highest 20%,SI.DST.05TH.20,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Mongolia,MNG,..,..,43.42,..,..,41.07,41.96,41.66,..,40.34,..,..
Income share held by highest 20%,SI.DST.05TH.20,Montenegro,MNE,..,..,39.31,39.2,39.64,37.24,39.31,40.02,40.22,40.51,..,..
Income share held by highest 20%,SI.DST.05TH.20,Morocco,MAR,46.3,47.79,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Mozambique,MOZ,..,..,..,51.42,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Namibia,NAM,..,..,..,..,66.44,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Nepal,NPL,..,..,..,..,..,41.51,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Netherlands,NLD,..,..,38.85,38.34,37.13,37.23,37.12,37.07,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Nicaragua,NIC,..,..,..,..,51.06,..,..,..,..,52.77,..,..
Income share held by highest 20%,SI.DST.05TH.20,Niger,NER,..,..,45.69,..,..,..,40.8,..,..,42.22,..,..
Income share held by highest 20%,SI.DST.05TH.20,Nigeria,NGA,..,..,..,..,48.99,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Norway,NOR,..,..,36.78,36.27,35.66,35.3,34.86,35.26,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Pakistan,PAK,41.77,..,41.51,..,..,39.7,40.72,..,40.28,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Panama,PAN,..,60.76,56.95,56.95,56.72,56.38,56.17,56.28,56.23,55.11,..,..
Income share held by highest 20%,SI.DST.05TH.20,Papua New Guinea,PNG,..,..,..,..,49.09,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Paraguay,PRY,47.13,..,56.64,55.96,54.09,56.27,56.85,52.87,53.24,56.46,..,..
Income share held by highest 20%,SI.DST.05TH.20,Peru,PER,..,55,55.49,52.83,52.51,51.04,50.25,49.94,49.72,49.23,..,..
Income share held by highest 20%,SI.DST.05TH.20,Philippines,PHL,..,52.28,..,..,49.61,..,..,49.64,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Poland,POL,..,41.05,41.53,41.75,41.65,40.71,40.86,40.66,40.66,40.2,..,..
Income share held by highest 20%,SI.DST.05TH.20,Portugal,PRT,..,..,44.17,44.12,42.52,43.37,43.82,43.17,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Romania,ROU,..,37.93,43.29,42.62,41.23,40.94,40.61,40.28,36.36,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Russian Federation,RUS,..,43.7,48.99,48.41,46.99,47.44,47.78,48.33,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Rwanda,RWA,..,54.92,..,..,..,57.97,..,..,57.14,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Samoa,WSM,..,..,..,49.78,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Sao Tome and Principe,STP,..,40.18,..,..,..,39.49,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Senegal,SEN,..,..,..,..,..,..,46.93,..,..,..,..,..
